ダイレクト商品ID,サプライヤーID,商品管理番号,商品URL,商品名,ショップ名,消費者向け商品説明文,消費者向け商品詳細（サイズ・容量、規格）,JANコード,商品管理枝番号,内訳,参考価格種別,上代価格(税抜),卸価格単価(税抜),セット毎数量,セット卸額(税込),セット卸額(税抜),セット卸額(消費税),税率区分,出荷条件,商品画像1,商品画像2,商品画像3,商品画像4,商品画像5,商品画像6,商品画像7,商品画像8,商品画像9,商品画像10,画像転載可,ネット販売可,ネットオークション可,消費者直送可,品切れ
20636594-9,755316,SY2122Z,https://www.netsea.jp/shop/755316/SY2122Z,2024年新作 ブラウス シフォンシャツ レディーストップス 長袖シャツ ランタンスリープ 気質 オシャレ,Primo,可愛いレディスブラウスが入荷致しました。パンツやスカートと合わせてピッタリですね。,"■素材：ポリエステル
■カラー：1#〜4#
■サイズ：
S：着丈約72cm、バスト約138cm、袖丈約57cm、肩幅約38cm<br>
M：着丈約72cm、バスト約138cm、袖丈約58cm、肩幅約39cm<br>
L：着丈約73cm、バスト約140cm、袖丈約59cm、肩幅約40cm<br>
XL：着丈約73cm、バスト約140cm、袖丈約60cm、肩幅約41cm<br>",,SY2122Z-9,3#(S),O,,2876,1,3163,2876,287,0,2万円以上送料無料！ご入金確認後3-5営業日以内商品を発送いたします。,20636594_0.jpg,20636594_1.jpg,20636594_2.jpg,20636594_3.jpg,20636594_4.jpg,20636594_5.jpg,20636594_6.jpg,20636594_7.jpg,20636594_8.jpg,20636594_9.jpg,Y,Y,Y,Y,N
20636594-10,755316,SY2122Z,https://www.netsea.jp/shop/755316/SY2122Z,2024年新作 ブラウス シフォンシャツ レディーストップス 長袖シャツ ランタンスリープ 気質 オシャレ,Primo,可愛いレディスブラウスが入荷致しました。パンツやスカートと合わせてピッタリですね。,"■素材：ポリエステル
■カラー：1#〜4#
■サイズ：
S：着丈約72cm、バスト約138cm、袖丈約57cm、肩幅約38cm<br>
M：着丈約72cm、バスト約138cm、袖丈約58cm、肩幅約39cm<br>
L：着丈約73cm、バスト約140cm、袖丈約59cm、肩幅約40cm<br>
XL：着丈約73cm、バスト約140cm、袖丈約60cm、肩幅約41cm<br>",,SY2122Z-10,3#(M),O,,2876,1,3163,2876,287,0,2万円以上送料無料！ご入金確認後3-5営業日以内商品を発送いたします。,20636594_0.jpg,20636594_1.jpg,20636594_2.jpg,20636594_3.jpg,20636594_4.jpg,20636594_5.jpg,20636594_6.jpg,20636594_7.jpg,20636594_8.jpg,20636594_9.jpg,Y,Y,Y,Y,N
20636594-11,755316,SY2122Z,https://www.netsea.jp/shop/755316/SY2122Z,2024年新作 ブラウス シフォンシャツ レディーストップス 長袖シャツ ランタンスリープ 気質 オシャレ,Primo,可愛いレディスブラウスが入荷致しました。パンツやスカートと合わせてピッタリですね。,"■素材：ポリエステル
■カラー：1#〜4#
■サイズ：
S：着丈約72cm、バスト約138cm、袖丈約57cm、肩幅約38cm<br>
M：着丈約72cm、バスト約138cm、袖丈約58cm、肩幅約39cm<br>
L：着丈約73cm、バスト約140cm、袖丈約59cm、肩幅約40cm<br>
XL：着丈約73cm、バスト約140cm、袖丈約60cm、肩幅約41cm<br>",,SY2122Z-11,3#(L),O,,2876,1,3163,2876,287,0,2万円以上送料無料！ご入金確認後3-5営業日以内商品を発送いたします。,20636594_0.jpg,20636594_1.jpg,20636594_2.jpg,20636594_3.jpg,20636594_4.jpg,20636594_5.jpg,20636594_6.jpg,20636594_7.jpg,20636594_8.jpg,20636594_9.jpg,Y,Y,Y,Y,N
20636594-12,755316,SY2122Z,https://www.netsea.jp/shop/755316/SY2122Z,2024年新作 ブラウス シフォンシャツ レディーストップス 長袖シャツ ランタンスリープ 気質 オシャレ,Primo,可愛いレディスブラウスが入荷致しました。パンツやスカートと合わせてピッタリですね。,"■素材：ポリエステル
■カラー：1#〜4#
■サイズ：
S：着丈約72cm、バスト約138cm、袖丈約57cm、肩幅約38cm<br>
M：着丈約72cm、バスト約138cm、袖丈約58cm、肩幅約39cm<br>
L：着丈約73cm、バスト約140cm、袖丈約59cm、肩幅約40cm<br>
XL：着丈約73cm、バスト約140cm、袖丈約60cm、肩幅約41cm<br>",,SY2122Z-12,3#(XL),O,,2876,1,3163,2876,287,0,2万円以上送料無料！ご入金確認後3-5営業日以内商品を発送いたします。,20636594_0.jpg,20636594_1.jpg,20636594_2.jpg,20636594_3.jpg,20636594_4.jpg,20636594_5.jpg,20636594_6.jpg,20636594_7.jpg,20636594_8.jpg,20636594_9.jpg,Y,Y,Y,Y,N
20636594-13,755316,SY2122Z,https://www.netsea.jp/shop/755316/SY2122Z,2024年新作 ブラウス シフォンシャツ レディーストップス 長袖シャツ ランタンスリープ 気質 オシャレ,Primo,可愛いレディスブラウスが入荷致しました。パンツやスカートと合わせてピッタリですね。,"■素材：ポリエステル
■カラー：1#〜4#
■サイズ：
S：着丈約72cm、バスト約138cm、袖丈約57cm、肩幅約38cm<br>
M：着丈約72cm、バスト約138cm、袖丈約58cm、肩幅約39cm<br>
L：着丈約73cm、バスト約140cm、袖丈約59cm、肩幅約40cm<br>
XL：着丈約73cm、バスト約140cm、袖丈約60cm、肩幅約41cm<br>",,SY2122Z-13,4#(S),O,,2876,1,3163,2876,287,0,2万円以上送料無料！ご入金確認後3-5営業日以内商品を発送いたします。,20636594_0.jpg,20636594_1.jpg,20636594_2.jpg,20636594_3.jpg,20636594_4.jpg,20636594_5.jpg,20636594_6.jpg,20636594_7.jpg,20636594_8.jpg,20636594_9.jpg,Y,Y,Y,Y,N
20636594-14,755316,SY2122Z,https://www.netsea.jp/shop/755316/SY2122Z,2024年新作 ブラウス シフォンシャツ レディーストップス 長袖シャツ ランタンスリープ 気質 オシャレ,Primo,可愛いレディスブラウスが入荷致しました。パンツやスカートと合わせてピッタリですね。,"■素材：ポリエステル
■カラー：1#〜4#
■サイズ：
S：着丈約72cm、バスト約138cm、袖丈約57cm、肩幅約38cm<br>
M：着丈約72cm、バスト約138cm、袖丈約58cm、肩幅約39cm<br>
L：着丈約73cm、バスト約140cm、袖丈約59cm、肩幅約40cm<br>
XL：着丈約73cm、バスト約140cm、袖丈約60cm、肩幅約41cm<br>",,SY2122Z-14,4#(M),O,,2876,1,3163,2876,287,0,2万円以上送料無料！ご入金確認後3-5営業日以内商品を発送いたします。,20636594_0.jpg,20636594_1.jpg,20636594_2.jpg,20636594_3.jpg,20636594_4.jpg,20636594_5.jpg,20636594_6.jpg,20636594_7.jpg,20636594_8.jpg,20636594_9.jpg,Y,Y,Y,Y,N
20636594-15,755316,SY2122Z,https://www.netsea.jp/shop/755316/SY2122Z,2024年新作 ブラウス シフォンシャツ レディーストップス 長袖シャツ ランタンスリープ 気質 オシャレ,Primo,可愛いレディスブラウスが入荷致しました。パンツやスカートと合わせてピッタリですね。,"■素材：ポリエステル
■カラー：1#〜4#
■サイズ：
S：着丈約72cm、バスト約138cm、袖丈約57cm、肩幅約38cm<br>
M：着丈約72cm、バスト約138cm、袖丈約58cm、肩幅約39cm<br>
L：着丈約73cm、バスト約140cm、袖丈約59cm、肩幅約40cm<br>
XL：着丈約73cm、バスト約140cm、袖丈約60cm、肩幅約41cm<br>",,SY2122Z-15,4#(L),O,,2876,1,3163,2876,287,0,2万円以上送料無料！ご入金確認後3-5営業日以内商品を発送いたします。,20636594_0.jpg,20636594_1.jpg,20636594_2.jpg,20636594_3.jpg,20636594_4.jpg,20636594_5.jpg,20636594_6.jpg,20636594_7.jpg,20636594_8.jpg,20636594_9.jpg,Y,Y,Y,Y,N
20636594-16,755316,SY2122Z,https://www.netsea.jp/shop/755316/SY2122Z,2024年新作 ブラウス シフォンシャツ レディーストップス 長袖シャツ ランタンスリープ 気質 オシャレ,Primo,可愛いレディスブラウスが入荷致しました。パンツやスカートと合わせてピッタリですね。,"■素材：ポリエステル
■カラー：1#〜4#
■サイズ：
S：着丈約72cm、バスト約138cm、袖丈約57cm、肩幅約38cm<br>
M：着丈約72cm、バスト約138cm、袖丈約58cm、肩幅約39cm<br>
L：着丈約73cm、バスト約140cm、袖丈約59cm、肩幅約40cm<br>
XL：着丈約73cm、バスト約140cm、袖丈約60cm、肩幅約41cm<br>",,SY2122Z-16,4#(XL),O,,2876,1,3163,2876,287,0,2万円以上送料無料！ご入金確認後3-5営業日以内商品を発送いたします。,20636594_0.jpg,20636594_1.jpg,20636594_2.jpg,20636594_3.jpg,20636594_4.jpg,20636594_5.jpg,20636594_6.jpg,20636594_7.jpg,20636594_8.jpg,20636594_9.jpg,Y,Y,Y,Y,N
16184290-1,333957,77BYFS-024,https://www.netsea.jp/shop/333957/77BYFS-024,【日本倉庫即納】 ニットベスト 前開き Vネックトップス,盛煌商事 株式会社,コンパクトベスト レディース ニット 秋冬 ノースリーブ ボタン 重ね着 カジュアル<br>ショート丈トップス セーター 通勤通学 レイヤード風 人気<br><br>シンプルで使いやすいベーシックなニットベスト<br>すっきりと開いたVネックでどんなトップスにも合わせやすい<br>お手持ちのアイテムと合わせればレイヤードスタイルを簡単に完成<br><br><br>素材：ポリエステル75％+アクリル25％<br>カラー：ホワイト/ベージュ/ブラック/レッド/イエロー/ブラウン/グリーン<br>サイズ：ワンサイズ<br>着丈:約42cm 肩幅:約31cm 身幅:約39cm 胸囲:約78-92cm<br>裏地：なし<br>伸縮性：あり<br>透け感：ホワイトのみ若干あり<br>生産国：中国<br>※すべて平置きサイズです（採寸方法違いより、多少の誤差がございますので、ご了承ください）。<br>※海外輸入品のため、商品の細部仕様は多少異なる場合がございます。予めご了承の上、ご注文お願い致します。<br>,,0,-WH-FF,ホワイト/ワンサイズ,O,,1145,1,1259,1145,114,0,日本国内倉庫にて在庫を管理しており、基本朝10時までのご注文は当日に発送。（銀行振込は除く）,16184290_0.jpg,16184290_1.jpg,16184290_2.jpg,16184290_3.jpg,16184290_4.jpg,16184290_5.jpg,16184290_6.jpg,16184290_7.jpg,16184290_8.jpg,16184290_9.jpg,Y,Y,Y,Y,N
16184290-2,333957,77BYFS-024,https://www.netsea.jp/shop/333957/77BYFS-024,【日本倉庫即納】 ニットベスト 前開き Vネックトップス,盛煌商事 株式会社,コンパクトベスト レディース ニット 秋冬 ノースリーブ ボタン 重ね着 カジュアル<br>ショート丈トップス セーター 通勤通学 レイヤード風 人気<br><br>シンプルで使いやすいベーシックなニットベスト<br>すっきりと開いたVネックでどんなトップスにも合わせやすい<br>お手持ちのアイテムと合わせればレイヤードスタイルを簡単に完成<br><br><br>素材：ポリエステル75％+アクリル25％<br>カラー：ホワイト/ベージュ/ブラック/レッド/イエロー/ブラウン/グリーン<br>サイズ：ワンサイズ<br>着丈:約42cm 肩幅:約31cm 身幅:約39cm 胸囲:約78-92cm<br>裏地：なし<br>伸縮性：あり<br>透け感：ホワイトのみ若干あり<br>生産国：中国<br>※すべて平置きサイズです（採寸方法違いより、多少の誤差がございますので、ご了承ください）。<br>※海外輸入品のため、商品の細部仕様は多少異なる場合がございます。予めご了承の上、ご注文お願い致します。<br>,,0,-BE-FF,ベージュ/ワンサイズ,O,,1145,1,1259,1145,114,0,日本国内倉庫にて在庫を管理しており、基本朝10時までのご注文は当日に発送。（銀行振込は除く）,16184290_0.jpg,16184290_1.jpg,16184290_2.jpg,16184290_3.jpg,16184290_4.jpg,16184290_5.jpg,16184290_6.jpg,16184290_7.jpg,16184290_8.jpg,16184290_9.jpg,Y,Y,Y,Y,N
16184290-3,333957,77BYFS-024,https://www.netsea.jp/shop/333957/77BYFS-024,【日本倉庫即納】 ニットベスト 前開き Vネックトップス,盛煌商事 株式会社,コンパクトベスト レディース ニット 秋冬 ノースリーブ ボタン 重ね着 カジュアル<br>ショート丈トップス セーター 通勤通学 レイヤード風 人気<br><br>シンプルで使いやすいベーシックなニットベスト<br>すっきりと開いたVネックでどんなトップスにも合わせやすい<br>お手持ちのアイテムと合わせればレイヤードスタイルを簡単に完成<br><br><br>素材：ポリエステル75％+アクリル25％<br>カラー：ホワイト/ベージュ/ブラック/レッド/イエロー/ブラウン/グリーン<br>サイズ：ワンサイズ<br>着丈:約42cm 肩幅:約31cm 身幅:約39cm 胸囲:約78-92cm<br>裏地：なし<br>伸縮性：あり<br>透け感：ホワイトのみ若干あり<br>生産国：中国<br>※すべて平置きサイズです（採寸方法違いより、多少の誤差がございますので、ご了承ください）。<br>※海外輸入品のため、商品の細部仕様は多少異なる場合がございます。予めご了承の上、ご注文お願い致します。<br>,,0,-BK-FF,ブラック/ワンサイズ,O,,1145,1,1259,1145,114,0,日本国内倉庫にて在庫を管理しており、基本朝10時までのご注文は当日に発送。（銀行振込は除く）,16184290_0.jpg,16184290_1.jpg,16184290_2.jpg,16184290_3.jpg,16184290_4.jpg,16184290_5.jpg,16184290_6.jpg,16184290_7.jpg,16184290_8.jpg,16184290_9.jpg,Y,Y,Y,Y,N
16184290-4,333957,77BYFS-024,https://www.netsea.jp/shop/333957/77BYFS-024,【日本倉庫即納】 ニットベスト 前開き Vネックトップス,盛煌商事 株式会社,コンパクトベスト レディース ニット 秋冬 ノースリーブ ボタン 重ね着 カジュアル<br>ショート丈トップス セーター 通勤通学 レイヤード風 人気<br><br>シンプルで使いやすいベーシックなニットベスト<br>すっきりと開いたVネックでどんなトップスにも合わせやすい<br>お手持ちのアイテムと合わせればレイヤードスタイルを簡単に完成<br><br><br>素材：ポリエステル75％+アクリル25％<br>カラー：ホワイト/ベージュ/ブラック/レッド/イエロー/ブラウン/グリーン<br>サイズ：ワンサイズ<br>着丈:約42cm 肩幅:約31cm 身幅:約39cm 胸囲:約78-92cm<br>裏地：なし<br>伸縮性：あり<br>透け感：ホワイトのみ若干あり<br>生産国：中国<br>※すべて平置きサイズです（採寸方法違いより、多少の誤差がございますので、ご了承ください）。<br>※海外輸入品のため、商品の細部仕様は多少異なる場合がございます。予めご了承の上、ご注文お願い致します。<br>,,0,-RE-FF,レッド/ワンサイズ,O,,1145,1,1259,1145,114,0,日本国内倉庫にて在庫を管理しており、基本朝10時までのご注文は当日に発送。（銀行振込は除く）,16184290_0.jpg,16184290_1.jpg,16184290_2.jpg,16184290_3.jpg,16184290_4.jpg,16184290_5.jpg,16184290_6.jpg,16184290_7.jpg,16184290_8.jpg,16184290_9.jpg,Y,Y,Y,Y,N
16184290-5,333957,77BYFS-024,https://www.netsea.jp/shop/333957/77BYFS-024,【日本倉庫即納】 ニットベスト 前開き Vネックトップス,盛煌商事 株式会社,コンパクトベスト レディース ニット 秋冬 ノースリーブ ボタン 重ね着 カジュアル<br>ショート丈トップス セーター 通勤通学 レイヤード風 人気<br><br>シンプルで使いやすいベーシックなニットベスト<br>すっきりと開いたVネックでどんなトップスにも合わせやすい<br>お手持ちのアイテムと合わせればレイヤードスタイルを簡単に完成<br><br><br>素材：ポリエステル75％+アクリル25％<br>カラー：ホワイト/ベージュ/ブラック/レッド/イエロー/ブラウン/グリーン<br>サイズ：ワンサイズ<br>着丈:約42cm 肩幅:約31cm 身幅:約39cm 胸囲:約78-92cm<br>裏地：なし<br>伸縮性：あり<br>透け感：ホワイトのみ若干あり<br>生産国：中国<br>※すべて平置きサイズです（採寸方法違いより、多少の誤差がございますので、ご了承ください）。<br>※海外輸入品のため、商品の細部仕様は多少異なる場合がございます。予めご了承の上、ご注文お願い致します。<br>,,0,-YE-FF,イエロー/ワンサイズ,O,,1145,1,1259,1145,114,0,日本国内倉庫にて在庫を管理しており、基本朝10時までのご注文は当日に発送。（銀行振込は除く）,16184290_0.jpg,16184290_1.jpg,16184290_2.jpg,16184290_3.jpg,16184290_4.jpg,16184290_5.jpg,16184290_6.jpg,16184290_7.jpg,16184290_8.jpg,16184290_9.jpg,Y,Y,Y,Y,N
16184290-6,333957,77BYFS-024,https://www.netsea.jp/shop/333957/77BYFS-024,【日本倉庫即納】 ニットベスト 前開き Vネックトップス,盛煌商事 株式会社,コンパクトベスト レディース ニット 秋冬 ノースリーブ ボタン 重ね着 カジュアル<br>ショート丈トップス セーター 通勤通学 レイヤード風 人気<br><br>シンプルで使いやすいベーシックなニットベスト<br>すっきりと開いたVネックでどんなトップスにも合わせやすい<br>お手持ちのアイテムと合わせればレイヤードスタイルを簡単に完成<br><br><br>素材：ポリエステル75％+アクリル25％<br>カラー：ホワイト/ベージュ/ブラック/レッド/イエロー/ブラウン/グリーン<br>サイズ：ワンサイズ<br>着丈:約42cm 肩幅:約31cm 身幅:約39cm 胸囲:約78-92cm<br>裏地：なし<br>伸縮性：あり<br>透け感：ホワイトのみ若干あり<br>生産国：中国<br>※すべて平置きサイズです（採寸方法違いより、多少の誤差がございますので、ご了承ください）。<br>※海外輸入品のため、商品の細部仕様は多少異なる場合がございます。予めご了承の上、ご注文お願い致します。<br>,,0,-BR-FF,ブラウン/ワンサイズ,O,,1145,1,1259,1145,114,0,日本国内倉庫にて在庫を管理しており、基本朝10時までのご注文は当日に発送。（銀行振込は除く）,16184290_0.jpg,16184290_1.jpg,16184290_2.jpg,16184290_3.jpg,16184290_4.jpg,16184290_5.jpg,16184290_6.jpg,16184290_7.jpg,16184290_8.jpg,16184290_9.jpg,Y,Y,Y,Y,N
